Date,Địa danh,Số ca,Buổi
06/29/2021,Bắc Ninh,3,Trưa
06/29/2021,Hải Phòng,2,Trưa
06/29/2021,Đồng Tháp,1,Trưa
06/29/2021,Lạng Sơn,1,Trưa
06/29/2021,TP. Hồ Chí Minh,58,Sáng
06/29/2021,Phú Yên,18,Sáng
06/29/2021,Long An,8,Sáng
06/29/2021,Bắc Giang,4,Sáng
06/29/2021,Hà Tĩnh,3,Sáng
06/29/2021,Nghệ An,2,Sáng
06/29/2021,Trà Vinh,1,Sáng
06/29/2021,Vĩnh Long,1,Sáng
06/28/2021,Tây Ninh,3,Tối
06/28/2021,Khánh Hòa,1,Tối
06/28/2021,Quảng Trị,1,Tối
06/28/2021,An Giang,1,Tối
06/28/2021,TP. Hồ Chí Minh,62,Tối
06/28/2021,Quảng Ngãi,20,Tối
06/28/2021,Bắc Giang,12,Tối
06/28/2021,Đồng Nai,11,Tối
06/28/2021,Bình Dương,8,Tối
06/28/2021,Bắc Ninh,8,Tối
06/28/2021,Hà Tĩnh,7,Tối
06/28/2021,Bình Thuận,6,Tối
06/28/2021,Hưng Yên,2,Tối
06/28/2021,Hải Phòng,1,Tối
06/28/2021,Đồng Tháp,1,Tối
06/28/2021,Đắk Lắk,1,Tối
06/28/2021,TP. Hồ Chí Minh,94,Trưa
06/28/2021,Bình Dương,32,Trưa
06/28/2021,Bắc Giang,12,Trưa
06/28/2021,Bắc Ninh,4,Trưa
06/28/2021,Nghệ An,2,Trưa
06/28/2021,Hòa Bình,1,Trưa
06/28/2021,Đà Nẵng,1,Trưa
06/28/2021,TP. Hồ Chí Minh,62,Sáng
06/28/2021,Phú Yên,10,Sáng
06/28/2021,Nghệ An,9,Sáng
06/28/2021,Long An,6,Sáng
06/28/2021,Bắc Ninh,4,Sáng
06/28/2021,Lạng Sơn,2,Sáng
06/28/2021,Quảng Ninh,2,Sáng
06/28/2021,Bắc Giang,2,Sáng
06/27/2021,Kiên Giang,4,Tối
06/27/2021,Tây Ninh,3,Tối
06/27/2021,Khánh Hòa,2,Tối
06/27/2021,TP. Hồ Chí Minh,95,Tối
06/27/2021,Bình Dương,36,Tối
06/27/2021,Bắc Giang,15,Tối
06/27/2021,Quảng Ngãi,15,Tối
06/27/2021,Phú Yên,8,Tối
06/27/2021,Hưng Yên,7,Tối
06/27/2021,Bắc Ninh,6,Tối
06/27/2021,Nghệ An,4,Tối
06/27/2021,Đà Nẵng,2,Tối
06/27/2021,TP. Hồ Chí Minh,65,Trưa
06/27/2021,Hưng Yên,8,Trưa
06/27/2021,Bắc Giang,2,Trưa
06/27/2021,Bắc Kạn,1,Trưa
06/27/2021,TP. Hồ Chí Minh,40,Sáng
06/27/2021,Long An,7,Sáng
06/27/2021,Bắc Giang,3,Sáng
06/26/2021,Quảng Ninh,4,Tối
06/26/2021,Kiên Giang,2,Tối
06/26/2021,Tây Ninh,1,Tối
06/26/2021,Hà Nội,1,Tối
06/26/2021,TP. Hồ Chí Minh,58,Tối
06/26/2021,Nghệ An,11,Tối
06/26/2021,Phú Yên,10,Tối
06/26/2021,Đồng Tháp,8,Tối
06/26/2021,Đà Nẵng,7,Tối
06/26/2021,Quảng Ngãi,6,Tối
06/26/2021,Bắc Giang,5,Tối
06/26/2021,Bình Dương,5,Tối
06/26/2021,Bình Thuận,2,Tối
06/26/2021,Hà Nội,2,Tối
06/26/2021,Bắc Ninh,1,Tối
06/26/2021,Hưng Yên,11,Trưa
06/26/2021,Hà Tĩnh,7,Trưa
06/26/2021,Bắc Giang,6,Trưa
06/26/2021,Long An,5,Trưa
06/26/2021,Bắc Ninh,4,Trưa
06/26/2021,Hải Phòng,2,Trưa
06/26/2021,Cần Thơ,1,Trưa
06/26/2021,Bắc Giang,5,Sáng
06/26/2021,Tây Ninh,5,Sáng
06/26/2021,Long An,2,Sáng
06/26/2021,Thái Bình,1,Sáng
06/25/2021,TP. Hồ Chí Minh,4,Tối
06/25/2021,Quảng Nam,3,Tối
06/25/2021,Tây Ninh,1,Tối
06/25/2021,TP. Hồ Chí Minh,54,Tối
06/25/2021,Bình Dương,8,Tối
06/25/2021,Tiền Giang,8,Tối
06/25/2021,Nghệ An,6,Tối
06/25/2021,Đà Nẵng,5,Tối
06/25/2021,Bắc Ninh,4,Tối
06/25/2021,Bắc Giang,3,Tối
06/25/2021,Hải Phòng,2,Tối
06/25/2021,Đồng Tháp,2,Tối
06/25/2021,Lạng Sơn,1,Tối
06/25/2021,Thái Bình,1,Tối
06/25/2021,Kiên Giang,1,Trưa
06/25/2021,Quảng Ninh,1,Trưa
06/25/2021,An Giang,1,Trưa
06/25/2021,TP. Hồ Chí Minh,50,Trưa
06/25/2021,Long An,21,Trưa
06/25/2021,Bắc Giang,18,Trưa
06/25/2021,Bình Dương,12,Trưa
06/25/2021,Hưng Yên,3,Trưa
06/25/2021,Phú Yên,2,Trưa
06/25/2021,Bắc Ninh,2,Trưa
06/25/2021,Quảng Ninh,1,Trưa
06/25/2021,TP. Hồ Chí Minh,57,Sáng
06/25/2021,Bình Dương,10,Sáng
06/25/2021,Bình Thuận,5,Sáng
06/25/2021,Gia Lai,2,Sáng
06/25/2021,Quảng Ninh,1,Sáng
06/25/2021,Bắc Giang,1,Sáng
06/25/2021,Khánh Hòa,1,Sáng
06/25/2021,Long An,1,Sáng
06/25/2021,Hải Phòng,1,Sáng
06/24/2021,Hồ Chí Minh,61,Tối
06/24/2021,Đà Nẵng,20,Tối
06/24/2021,Tiền Giang,9,Tối
06/24/2021,Phú Yên,8,Tối
06/24/2021,Bắc Giang,9,Tối
06/24/2021,Bắc Ninh,2,Tối
06/24/2021,Nghệ An,5,Tối
06/24/2021,Thái Bình,1,Tối
06/24/2021,Hải Phòng,1,Tối
06/24/2021,TP. Hồ Chí Minh,75,Trưa
06/24/2021,Bình Dương,27,Trưa
06/24/2021,Bắc Giang,16,Trưa
06/24/2021,Bắc Ninh,5,Trưa
06/24/2021,Hưng Yên,2,Trưa
06/24/2021,Thái Bình,1,Trưa
06/24/2021,Khánh Hòa,4,Sáng
06/24/2021,Tây Ninh,1,Sáng
06/24/2021,TP. Hồ Chí Minh,26,Sáng
06/24/2021,Thái Bình,3,Sáng
06/24/2021,Bắc Giang,3,Sáng
06/24/2021,Tây Ninh,2,Sáng
06/24/2021,Long An,2,Sáng
06/24/2021,Khánh Hòa,1,Sáng
06/23/2021,Tây Ninh,2,Tối
06/23/2021,Kiên Giang,1,Tối
06/23/2021,TP. Hồ Chí Minh,61,Tối
06/23/2021,Đà Nẵng,6,Tối
06/23/2021,Bắc Ninh,4,Tối
06/23/2021,Long An,3,Tối
06/23/2021,Nghệ An,5,Tối
06/23/2021,Kiên Giang,2,Tối
06/23/2021,Bắc Giang,1,Tối
06/23/2021,TP. Hồ Chí Minh,40,Trưa
06/23/2021,Bình Dương,23,Trưa
06/23/2021,Bắc Giang,8,Trưa
06/23/2021,Hưng Yên,4,Trưa
06/23/2021,Lào Cai,2,Trưa
06/23/2021,Long An,2,Trưa
06/23/2021,Bắc Kạn,1,Trưa
06/23/2021,TP. Hồ Chí Minh,51,Sáng
06/23/2021,Bắc Giang,2,Sáng
06/23/2021,Nghệ An,2,Sáng
06/22/2021,Ninh Bình,2,Tối
06/22/2021,Kiên Giang,2,Tối
06/22/2021,Bắc Giang,12,Tối
06/22/2021,Bắc Ninh,9,Tối
06/22/2021,Hưng Yên,2,Tối
06/22/2021,Nghệ An,1,Tối
06/22/2021,Hà Nội,1,Tối
06/22/2021,Vĩnh Long,3,Trưa
06/22/2021,Cà Mau,1,Trưa
06/22/2021,An Giang,1,Trưa
06/22/2021,TP. Hồ Chí Minh,37,Trưa
06/22/2021,Bình Dương,33,Trưa
06/22/2021,Bắc Giang,10,Trưa
06/22/2021,Tiền Giang,5,Trưa
06/22/2021,Đà Nẵng,4,Trưa
06/22/2021,Hà Tĩnh,2,Trưa
06/22/2021,Bắc Ninh,1,Trưa
06/22/2021,Vĩnh Long,1,Trưa
06/22/2021,Long An,1,Trưa
06/22/2021,Đồng Nai,1,Trưa
06/22/2021,TP. Hồ Chí Minh,36,Sáng
06/22/2021,Bắc Giang,9,Sáng
06/22/2021,Nghệ An,1,Sáng
06/22/2021,Gia Lai,1,Sáng
06/21/2021,Kiên Giang,1,Tối
06/21/2021,An Giang,1,Tối
06/21/2021,TP. Hồ Chí Minh,70,Tối
06/21/2021,Bắc Giang,30,Tối
06/21/2021,Bình Dương,21,Tối
06/21/2021,Bắc Ninh,6,Tối
06/21/2021,Đà Nẵng,4,Tối
06/21/2021,Hưng Yên,2,Tối
06/21/2021,TP. Hồ Chí Minh,63,Trưa
06/21/2021,Bắc Giang,16,Trưa
06/21/2021,Nghệ An,4,Trưa
06/21/2021,Bắc Ninh,3,Trưa
06/21/2021,Hà Tĩnh,2,Trưa
06/21/2021,TP. Hồ Chí Minh,33,Sáng
06/21/2021,Bắc Giang,5,Sáng
06/21/2021,Bắc Ninh,4,Sáng
06/21/2021,Tiền Giang,2,Sáng
06/21/2021,Nghệ An,1,Sáng
06/21/2021,Trà Vinh,1,Sáng
06/20/2021,TP. Hồ Chí Minh,57,Tối
06/20/2021,Bắc Giang,23,Tối
06/20/2021,Đà Nẵng,9,Tối
06/20/2021,Bắc Ninh,3,Tối
06/20/2021,Nghệ An,2,Tối
06/20/2021,Tây Ninh,4,Trưa
06/20/2021,Thái Bình,2,Trưa
06/20/2021,Kiên Giang,2,Trưa
06/20/2021,Bình Dương,1,Trưa
06/20/2021,Bắc Giang,53,Trưa
06/20/2021,TP. Hồ Chí Minh,34,Trưa
06/20/2021,Đà Nẵng,18,Trưa
06/20/2021,Bình Dương,13,Trưa
06/20/2021,Bắc Ninh,9,Trưa
06/20/2021,Hà Tĩnh,1,Trưa
06/20/2021,Quảng Nam,1,Trưa
06/20/2021,TP. Hồ Chí Minh,46,Sáng
06/20/2021,Bắc Giang,20,Sáng
06/20/2021,Bắc Ninh,7,Sáng
06/20/2021,Nghệ An,3,Sáng
06/19/2021,Ninh Bình,8,Tối
06/19/2021,Đà Nẵng,2,Tối
06/19/2021,An Giang,1,Tối
06/19/2021,Quảng Nam,1,Tối
06/19/2021,TP. Hồ Chí Minh,31,Tối
06/19/2021,Bắc Giang,18,Tối
06/19/2021,Bình Dương,18,Tối
06/19/2021,Bắc Ninh,7,Tối
06/19/2021,Đà Nẵng,5,Tối
06/19/2021,Long An,3,Tối
06/19/2021,Lạng Sơn,2,Tối
06/19/2021,Đồng Nai,2,Tối
06/19/2021,Hà Tĩnh,2,Tối
06/19/2021,Nghệ An,1,Tối
06/19/2021,Nam Định,1,Tối
06/19/2021,Thanh Hóa,1,Trưa
06/19/2021,Hà Nam,1,Trưa
06/19/2021,Tây Ninh,1,Trưa
06/19/2021,TP. Hồ Chí Minh,64,Trưa
06/19/2021,Bắc Giang,22,Trưa
06/19/2021,Bắc Ninh,14,Trưa
06/19/2021,Long An,3,Trưa
06/19/2021,Hòa Bình,2,Trưa
06/19/2021,Nghệ An,2,Trưa
06/19/2021,Lào Cai,1,Trưa
06/19/2021,Hà Nội,1,Trưa
06/19/2021,TP. Hồ Chí Minh,40,Sáng
06/19/2021,Bắc Ninh,15,Sáng
06/19/2021,Nghệ An,13,Sáng
06/19/2021,Bình Dương,12,Sáng
06/19/2021,Bắc Giang,9,Sáng
06/19/2021,Tiền Giang,3,Sáng
06/19/2021,Hà Tĩnh,1,Sáng
06/19/2021,Đà Nẵng,1,Sáng
06/18/2021,Tây Ninh,2,Tối
06/18/2021,Quảng Nam,1,Tối
06/18/2021,TP. Hồ Chí Minh,30,Tối
06/18/2021,Bắc Giang,19,Tối
06/18/2021,Bắc Ninh,6,Tối
06/18/2021,Hà Tĩnh,3,Tối
06/18/2021,Hòa Bình,1,Tối
06/18/2021,Đồng Tháp,1,Trưa
06/18/2021,Thái Nguyên,1,Trưa
06/18/2021,TP. Hồ Chí Minh,59,Trưa
06/18/2021,Bắc Giang,36,Trưa
06/18/2021,Bình Dương,12,Trưa
06/18/2021,Bắc Ninh,10,Trưa
06/18/2021,Hòa Bình,1,Trưa
06/18/2021,Lào Cai,1,Trưa
06/17/2021,Bắc Giang,62,Tối
06/17/2021,TP. Hồ Chí Minh,62,Tối
06/17/2021,Bắc Ninh,6,Tối
06/17/2021,Hà Tĩnh,2,Tối
06/17/2021,Lạng Sơn,1,Tối
06/17/2021,Hà Nội,4,Trưa
06/17/2021,Quảng Nam,2,Trưa
06/17/2021,Kiên Giang,1,Trưa
06/17/2021,Hòa Bình,1,Trưa
06/17/2021,Bắc Giang,178,Trưa
06/17/2021,Hồ Chí Minh,30,Trưa
06/17/2021,Tiền Giang,2,Trưa
06/17/2021,Hà Tĩnh,1,Trưa
06/17/2021,Nghệ An,1,Trưa
06/17/2021,Bắc Giang,87,Sáng
06/17/2021,TP. Hồ Chí Minh,45,Sáng
06/17/2021,Tiền Giang,11,Sáng
06/17/2021,Bình Dương,7,Sáng
06/17/2021,Bắc Ninh,6,Sáng
06/17/2021,Lạng Sơn,1,Sáng
06/17/2021,Hà Tĩnh,1,Sáng
06/16/2021,Tây Ninh,2,Tối
06/16/2021,Kiên Giang,2,Tối
06/16/2021,Quảng Nam,1,Tối
06/16/2021,Khánh Hòa,1,Tối
06/16/2021,Bắc Giang,90,Tối
06/16/2021,TP. Hồ Chí Minh,45,Tối
06/16/2021,Bắc Ninh,10,Tối
06/16/2021,Nghệ An,2,Tối
06/16/2021,Hà Nam,1,Tối
06/16/2021,Bắc Kạn,1,Tối
06/16/2021,Bắc Giang,128,Trưa
06/16/2021,TP. Hồ Chí Minh,35,Trưa
06/16/2021,Bắc Ninh,8,Trưa
06/16/2021,Hà Tĩnh,2,Trưa
06/16/2021,Nghệ An,1,Trưa
06/16/2021,Bắc Giang,61,Sáng
06/16/2021,TP. Hồ Chí Minh,19,Sáng
06/16/2021,Bắc Ninh,9,Sáng
06/16/2021,Hà Tĩnh,2,Sáng
06/15/2021,Tây Ninh,2,Tối
06/15/2021,Bắc Giang,138,Tối
06/15/2021,TP. Hồ Chí Minh,38,Tối
06/15/2021,Bắc Ninh,21,Tối
06/15/2021,Bình Dương,12,Tối
06/15/2021,Lạng Sơn,1,Tối
06/15/2021,Bắc Giang,69,Trưa
06/15/2021,TP. Hồ Chí Minh,29,Trưa
06/15/2021,Bắc Ninh,15,Trưa
06/15/2021,Hà Tĩnh,3,Trưa
06/15/2021,Lạng Sơn,1,Trưa
06/15/2021,Hà Nội,1,Trưa
06/15/2021,Bắc Giang,28,Sáng
06/15/2021,TP. Hồ Chí Minh,23,Sáng
06/15/2021,Bắc Ninh,19,Sáng
06/14/2021,TP. Hồ Chí Minh,4,Tối
06/14/2021,TP. Hồ Chí Minh,26,Tối
06/14/2021,Bắc Giang,29,Tối
06/14/2021,Bắc Ninh,8,Tối
06/14/2021,Hà Tĩnh,11,Tối
06/14/2021,Nghệ An,1,Tối
06/14/2021,Bắc Giang,69,Trưa
06/14/2021,TP. Hồ Chí Minh,26,Trưa
06/14/2021,Hà Nội,4,Trưa
06/14/2021,Hà Tĩnh,1,Trưa
06/14/2021,TP. Hồ Chí Minh,30,Sáng
06/14/2021,Bắc Giang,23,Sáng
06/14/2021,Tiền Giang,14,Sáng
06/14/2021,Hà Tĩnh,10,Sáng
06/14/2021,Bắc Ninh,9,Sáng
06/14/2021,Bình Dương,4,Sáng
06/14/2021,Bắc Kạn,1,Sáng
06/13/2021,TP. Hồ Chí Minh,44,Tối
06/13/2021,Bắc Giang,33,Tối
06/13/2021,Bắc Ninh,16,Tối
06/13/2021,Hà Tĩnh,9,Tối
06/13/2021,Bình Dương,1,Tối
06/13/2021,Bắc Giang,64,Trưa
06/13/2021,TP Hồ Chí Minh,26,Trưa
06/13/2021,Bắc Ninh,4,Trưa
06/13/2021,Hà Nội,1,Trưa
06/13/2021,Bắc Ninh,34,Sáng
06/13/2021,Bắc Giang,32,Sáng
06/13/2021,TP. Hồ Chí Minh,25,Sáng
06/13/2021,Lạng Sơn,2,Sáng
06/13/2021,Phú Thọ,1,Sáng
06/13/2021,Hà Nội,1,Sáng
06/12/2021,TP. Hồ Chí Minh,44,Tối
06/12/2021,Bắc Giang,41,Tối
06/12/2021,Bắc Ninh,16,Tối
06/12/2021,Hà Tĩnh,2,Tối
06/12/2021,Bắc Giang,55,Trưa
06/12/2021,TP. Hồ Chí Minh,20,Trưa
06/12/2021,Bắc Ninh,10,Trưa
06/12/2021,Hà Tĩnh,3,Trưa
06/12/2021,Bắc Giang,29,Sáng
06/12/2021,TP. Hồ Chí Minh,20,Sáng
06/12/2021,Tiền Giang,10,Sáng
06/12/2021,Bắc Ninh,8,Sáng
06/12/2021,Lạng Sơn,1,Sáng
06/11/2021,Bắc Giang,27,Tối
06/11/2021,TP. Hồ Chí Minh,20,Tối
06/11/2021,Bắc Ninh,15,Tối
06/11/2021,Hà Nội,1,Tối
06/11/2021,Bắc Giang,45,Trưa
06/11/2021,Hồ Chí Minh,18,Trưa
06/11/2021,Bắc Ninh,9,Trưa
06/11/2021,Hà Nội,5,Trưa
06/11/2021,Hà Tĩnh,4,Trưa
06/11/2021,Bắc Giang,23,Sáng
06/11/2021,TP. Hồ Chí Minh,10,Sáng
06/11/2021,Bắc Ninh,4,Sáng
06/11/2021,Hà Tĩnh,4,Sáng
06/10/2021,Bắc Giang,23,Tối
06/10/2021,TP. Hồ Chí Minh,20,Tối
06/10/2021,Bắc Ninh,12,Tối
06/10/2021,Tiền Giang,2,Tối
06/10/2021,Hà Tĩnh,2,Tối
06/10/2021,Kiên Giang,1,Trưa
06/10/2021,An Giang,1,Trưa
06/10/2021,Bắc Giang,52,Trưa
06/10/2021,TP. Hồ Chí Minh,15,Trưa
06/10/2021,Bắc Ninh,10,Trưa
06/10/2021,Hà Nội,4,Trưa
06/10/2021,Hà Tĩnh,2,Trưa
06/10/2021,Lạng Sơn,1,Trưa
06/10/2021,Hải Dương,1,Trưa
06/10/2021,Long An,1,Trưa
06/10/2021,TP. Hồ Chí Minh,26,Sáng
06/10/2021,Bắc Ninh,23,Sáng
06/10/2021,Bắc Giang,16,Sáng
06/10/2021,Hà Tĩnh,1,Sáng
06/09/2021,TP. Hồ Chí Minh,20,Tối
06/09/2021,Bắc Giang,19,Tối
06/09/2021,Bắc Ninh,12,Tối
06/09/2021,Hà Nội,4,Tối
06/09/2021,Lạng Sơn,1,Tối
06/09/2021,Bệnh viện K cơ sở Tân Triều,1,Tối
06/09/2021,TP. Hồ Chí Minh,20,Trưa
06/09/2021,Bắc Ninh,6,Trưa
06/09/2021,Hà Tĩnh,3,Trưa
06/09/2021,Hà Nội,1,Trưa
06/09/2021,TP. Hồ Chí Minh,15,Sáng
06/09/2021,Bà Rịa - Vũng Tàu,7,Sáng
06/09/2021,Long An,1,Sáng
06/09/2021,Bắc Giang,24,Sáng
06/09/2021,Bắc Ninh,17,Sáng
06/08/2021,Bắc Giang,21,Tối
06/08/2021,Bắc Ninh,15,Tối
06/08/2021,Hồ Chí Minh,14,Tối
06/08/2021,Hà Nội,2,Tối
06/08/2021,Hà Tĩnh,1,Tối
06/08/2021,Bắc Giang,55,Trưa
06/08/2021,TP. Hồ Chí Minh,10,Trưa
06/08/2021,Bắc Ninh,4,Trưa
06/08/2021,Lạng Sơn,5,Trưa
06/08/2021,Bệnh viện Bệnh nhiệt đới Trung ương cơ sở Đông Anh,1,Trưa
06/08/2021,Bắc Giang,22,Sáng
06/08/2021,TP. Hồ Chí Minh,15,Sáng
06/08/2021,Bắc Ninh,6,Sáng
06/07/2021,TP. Hồ Chí Minh,20,Tối
06/07/2021,Tây Ninh,3,Tối
06/07/2021,Tiền Giang,1,Tối
06/07/2021,Hà Nội,1,Tối
06/07/2021,Bắc Giang,30,Tối
06/07/2021,Bắc Ninh,23,Tối
06/07/2021,TP. Hồ Chí Minh,20,Tối
06/07/2021,Bình Dương,1,Tối
06/07/2021,Bệnh viện K cơ sở Tân Triều,1,Tối
06/07/2021,Bắc Giang,68,Trưa
06/07/2021,Hồ Chí Minh,14,Trưa
06/07/2021,Lạng Sơn,7,Trưa
06/07/2021,Hà Tĩnh,2,Trưa
06/07/2021,Hà Nội,1,Trưa
06/07/2021,Bắc Giang,24,Sáng
06/07/2021,Hồ Chí Minh,12,Sáng
06/07/2021,Bắc Ninh,6,Sáng
06/07/2021,Hà Nam,2,Sáng
06/06/2021,Tây Ninh,3,Tối
06/06/2021,Kiên Giang,2,Tối
06/06/2021,Bắc Giang,31,Tối
06/06/2021,Bắc Ninh,18,Tối
06/06/2021,TP. Hồ Chí Minh,11,Tối
06/06/2021,Bắc Giang,69,Trưa
06/06/2021,Bắc Ninh,14,Trưa
06/06/2021,TP. Hồ Chí Minh,10,Trưa
06/06/2021,Hà Tĩnh,5,Trưa
06/06/2021,Bình Dương,2,Trưa
06/06/2021,Bắc Giang,21,Sáng
06/06/2021,TP. Hồ Chí Minh,10,Sáng
06/06/2021,Bắc Ninh,8,Sáng
06/05/2021,An Giang,2,Tối
06/05/2021,Khánh Hòa,1,Tối
06/05/2021,Bắc Giang,39,Tối
06/05/2021,Bắc Ninh,28,Tối
06/05/2021,TP. Hồ Chí Minh,6,Tối
06/05/2021,Vĩnh Phúc,2,Tối
06/05/2021,Bình Dương,2,Tối
06/05/2021,Lạng Sơn,1,Tối
06/05/2021,Bệnh viện K cơ sở Tân Triều,1,Tối
06/05/2021,Bệnh viện Bệnh Nhiệt đới Trung ương cơ sở Đông Anh,1,Tối
06/05/2021,Tây Ninh,2,Trưa
06/05/2021,Kiên Giang,1,Trưa
06/05/2021,Bắc Giang,65,Trưa
06/05/2021,TP. Hồ Chí Minh,15,Trưa
06/05/2021,Bắc Ninh,8,Trưa
06/05/2021,Hà Tĩnh,2,Trưa
06/05/2021,Tiền Giang,1,Trưa
06/05/2021,Bắc Giang,45,Sáng
06/05/2021,Bắc Ninh,19,Sáng
06/05/2021,TP. Hồ Chí Minh,10,Sáng
06/05/2021,Hà Nam,1,Sáng
06/04/2021,Tây Ninh,4,Tối
06/04/2021,Kiên Giang,1,Tối
06/04/2021,Bắc Giang,62,Tối
06/04/2021,Bắc Ninh,10,Tối
06/04/2021,TP Hồ Chí Minh,15,Tối
06/04/2021,Bắc Giang,44,Trưa
06/04/2021,Bắc Ninh,23,Trưa
06/04/2021,TP. Hồ Chí Minh,11,Trưa
06/04/2021,Hà Nội,2,Trưa
06/04/2021,Bắc Giang,35,Sáng
06/04/2021,Bắc Ninh,14,Sáng
06/04/2021,Hà Nội,2,Sáng
06/04/2021,Thái Bình,1,Sáng
06/03/2021,Bắc Giang,58,Tối
06/03/2021,Bắc Ninh,10,Tối
06/03/2021,TP. Hồ Chí Minh,11,Tối
06/03/2021,An Giang,3,Trưa
06/03/2021,TP. Hồ Chí Minh,3,Trưa
06/03/2021,Bắc Giang,55,Trưa
06/03/2021,Bắc Ninh,14,Trưa
06/03/2021,TP. Hồ Chí Minh,19,Trưa
06/03/2021,Hà Nội,6,Trưa
06/03/2021,Long An,2,Trưa
06/03/2021,Bắc Giang,32,Sáng
06/03/2021,Bắc Ninh,20,Sáng
06/03/2021,Lạng Sơn,3,Sáng
06/03/2021,Hải Dương,1,Sáng
06/02/2021,TP Hồ Chí Minh,2,Tối
06/02/2021,Bắc Giang,74,Tối
06/02/2021,TP Hồ Chí Minh,31,Tối
06/02/2021,Bắc Ninh,16,Tối
06/02/2021,Hà Nội,6,Tối
06/02/2021,Hải Dương,1,Tối
06/02/2021,Bắc Giang,35,Trưa
06/02/2021,Bắc Ninh,12,Trưa
06/02/2021,Đà Nẵng,1,Trưa
06/02/2021,Bắc Giang,48,Sáng
06/02/2021,Bắc Ninh,3,Sáng
06/02/2021,Hà Nội,2,Sáng
06/01/2021,Bắc Giang,47,Tối
06/01/2021,Bắc Ninh,10,Tối
06/01/2021,TP. Hồ Chí Minh,19,Tối
06/01/2021,Lạng Sơn,4,Tối
06/01/2021,Hà Nội,2,Tối
06/01/2021,Hà Nam,2,Tối
06/01/2021,Long An,2,Tối
06/01/2021,Đồng Tháp,1,Tối
06/01/2021,Trà Vinh,1,Tối
06/01/2021,Vĩnh Phúc,1,Tối
06/01/2021,Bắc Giang,32,Trưa
06/01/2021,Bắc Ninh,9,Trưa
06/01/2021,Lạng Sơn,8,Trưa
06/01/2021,Long An,1,Trưa
06/01/2021,TP. Hồ Chí Minh,51,Sáng
06/01/2021,Bắc Giang,45,Sáng
06/01/2021,Bắc Ninh,15,Sáng
